Duration,Speaker,Language,Category,Turn,Classification,,
2.01,fre,fr,cds,contingent,question,,
,fre,fr,cds,contingent,scaffolding,,
0.83,tch,tch,tch,initiation,vocalisation,,
1.37,fre,fr,cds,contingent,vocal imitation,,
,fre,fr,cds,contingent,exclamation,,
2,fre,fr,cds,non-contingent,question,,
4.2,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,initiation,exclamation,,
0.99,tch,tch,tch,contingent,vocalisation,,
2.48,fre,fr,cds,contingent,vocal imitation,,
1.28,tch,tch,tch,contingent,vocalisation,,
3.39,fre,fr,cds,contingent,exclamation,,
,fre,fr,cds,contingent,description,,
1.35,fre,fr,cds,contingent,description,,
3.1,fre,fr,cds,non-contingent,scaffolding,,
,fre,fr,cds,non-contingent,description,,
0.52,tch,tch,tch,initiation,vocalisation,,
1.43,fre,fr,cds,contingent,scaffolding,,
1.44,fre,fr,cds,contingent,question,,
1.52,fre,fr,cds,non-contingent,exclamation,,
1.4,fre,fr,cds,non-contingent,exclamation,,
1.48,fre,fr,cds,non-contingent,question,,
0.92,fre,fr,cds,non-contingent,description,,
1.8,fre,fr,cds,non-contingent,play,,
4.72,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,description,,
2.2,fre,fr,cds,non-contingent,question,,
2.28,fre,fr,cds,non-contingent,question,,
1.93,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,backchannel,,
3.9,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,question,,
1.96,fre,fr,cds,non-contingent,question,,
3.48,fre,fr,cds,non-contingent,backchannel,,
,fre,fr,cds,non-contingent,exclamation,,
1.4,fre,fr,cds,non-contingent,question,,
3.36,fre,fr,cds,non-contingent,imperative,,
,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,question,,
2.16,fre,fr,cds,non-contingent,description,,
2.08,fre,fr,cds,non-contingent,scaffolding,,
1.41,fre,fr,cds,initiation,exclamation,,
0.7,tch,tch,tch,contingent,vocalisation,,
2.31,fre,fr,cds,contingent,question,,
0.67,tch,tch,tch,initiation,vocalisation,,
1.49,fre,fr,cds,contingent,backchannel,,
2.37,fre,fr,cds,non-contingent,question,,
1.35,fre,fr,cds,non-contingent,question,,
0.79,fre,fr,cds,non-contingent,backchannel,,
1.74,fre,fr,cds,non-contingent,praise,,
2.17,fre,fr,cds,non-contingent,description,,
1.46,fre,fr,cds,non-contingent,imperative,,
0.9,fre,fr,cds,non-contingent,exclamation,,
1.42,fre,fr,cds,initiation,question,,
1.25,tch,tch,tch,contingent,vocalisation,,
3.06,fre,fr,cds,contingent,description,,
1,tch,tch,tch,initiation,vocalisation,,
2.16,fre,fr,cds,contingent,question,,
1.35,tch,tch,tch,contingent,babbling,,
1.8,fre,fr,cds,contingent,backchannel,,
1.5,fre,fr,cds,contingent,question,,
3.04,tch,tch,tch,contingent,babbling,,
3.73,fre,fr,cds,non-contingent,repair 3,,
,fre,fr,cds,non-contingent,scaffolding,,
,fre,fr,cds,non-contingent,scaffolding,,
3.04,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,question,,
4.8,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,question,,
2.9,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,description,,
1.28,tch,tch,tch,non-contingent,vocalisation,,
0.8,tch,tch,tch,initiation,vocalisation,,
0.74,fre,fr,cds,contingent,repair 3,,
0.47,tch,tch,tch,contingent,vocalisation,,
0.66,fre,fr,cds,contingent,repair 3,,
0.72,fre,fr,cds,contingent,scaffolding,,
0.9,fre,fr,cds,non-contingent,imperative,,
2.3,fre,fr,cds,non-contingent,description,,
1.72,fre,fr,cds,non-contingent,exclamation,,
1.52,fre,fr,cds,non-contingent,description,,
1.92,fre,fr,cds,non-contingent,imperative,,
1.72,fre,fr,cds,non-contingent,description,,
1.8,fre,fr,cds,non-contingent,description,,
1.72,fre,fr,cds,non-contingent,exclamation,,
1.64,fre,fr,cds,initiation,scaffolding,,
0.45,tch,tch,tch,contingent,vocalisation,,
4.31,fre,fr,cds,contingent,exclamation,,
,fre,fr,cds,contingent,question,,
,fre,fr,cds,contingent,question,,
,fre,fr,cds,contingent,backchannel,,
,fre,fr,cds,contingent,description,,
0.68,tch,tch,tch,contingent,vocalisation,,
1.6,fre,fr,cds,contingent,exclamation,,
1.06,tch,tch,tch,initiation,vocalisation,,
4.3,fre,fr,cds,contingent,exclamation,,
,fre,fr,cds,contingent,description,,
,fre,fr,cds,contingent,description,,
3.93,fre,fr,cds,non-contingent,backchannel,,
,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,scaffolding,,
,fre,fr,cds,non-contingent,description,,
2.74,fre,fr,cds,initiation,unintelligible,,
1.26,tch,tch,tch,contingent,babbling,,
1.24,fre,fr,cds,contingent,exclamation,,
0.56,tch,tch,tch,contingent,vocalisation,,
3.13,fre,fr,cds,contingent,backchannel,,
,fre,fr,cds,contingent,description,,
0.97,tch,tch,tch,contingent,vocalisation,,
1.16,fre,fr,cds,contingent,vocal imitation,,
1.8,fre,fr,cds,non-contingent,question,,
2.08,fre,fr,cds,non-contingent,question,,
6.72,fre,fr,cds,non-contingent,imperative,,
,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,description,,
1.5,fre,fr,cds,initiation,backchannel,,
1.22,tch,tch,tch,contingent,babbling,,
2.08,fre,fr,cds,contingent,description,,
1.81,fre,fr,cds,non-contingent,description,,
1.41,fre,fr,cds,non-contingent,description,,
1.9,fre,fr,cds,non-contingent,description,,
3.9,fre,fr,cds,non-contingent,description,,
1.44,fre,fr,cds,non-contingent,question,,
2.6,fre,fr,cds,non-contingent,description,,
0.76,fre,fr,cds,non-contingent,exclamation,,
1.02,fre,fr,cds,non-contingent,scaffolding,,
1.72,fre,fr,cds,initiation,scaffolding,,
2.23,tch,tch,tch,contingent,babbling,,
0.94,fre,fr,cds,contingent,repair 3,,
1.36,fre,fr,cds,non-contingent,question,,
1.6,fre,fr,cds,initiation,question,,
1.4,tch,tch,tch,contingent,vocalisation,,
3.86,fre,fr,cds,contingent,description,,
,fre,fr,cds,contingent,question,,
2.28,fre,fr,cds,non-contingent,scaffolding,,
1.56,fre,fr,cds,non-contingent,scaffolding,,
2.28,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,initiation,question,,
1.28,tch,tch,tch,contingent,babbling,,
1.48,tch,tch,tch,contingent,vocalisation,,
0.86,fre,fr,cds,non-contingent,unintelligible,,
1.68,fre,fr,cds,non-contingent,unintelligible,,
3.11,fre,fr,cds,non-contingent,backchannel,,
,fre,fr,cds,non-contingent,exclamation,,
1.4,fre,fr,cds,initiation,question,,
0.9,tch,tch,tch,contingent,vocalisation,,
2.02,fre,fr,cds,non-contingent,unintelligible,,
2.66,fre,fr,cds,non-contingent,description,,
2.04,fre,fr,cds,non-contingent,unintelligible,,
1.4,fre,fr,cds,non-contingent,backchannel,,
1.46,fre,fr,cds,non-contingent,backchannel,,
3.99,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,exclamation,,
0.83,tch,tch,tch,initiation,vocalisation,,
3.38,fre,fr,cds,contingent,question,,
4.5,fre,fr,cds,contingent,backchannel,,
,fre,fr,cds,contingent,praise,,
1.28,tch,tch,tch,contingent,vocalisation,,
2.56,fre,fr,cds,non-contingent,question,,
1.56,fre,fr,cds,non-contingent,description,,
2.96,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,question,,
2,fre,fr,cds,non-contingent,unintelligible,,
2.08,fre,fr,cds,non-contingent,scaffolding,,
0.8,fre,fr,cds,non-contingent,backchannel,,
0.94,fre,fr,cds,non-contingent,description,,
2.44,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,backchannel,,
0.94,tch,tch,tch,initiation,vocalisation,,
1.4,fre,fr,cds,contingent,scaffolding,,
0.63,tch,tch,tch,contingent,vocalisation,,
1,fre,fr,cds,contingent,question,,
1.4,fre,fr,cds,non-contingent,description,,
2.44,fre,fr,cds,non-contingent,question,,
3.2,fre,fr,cds,non-contingent,description,,
2.46,fre,fr,cds,non-contingent,question,,
2.2,fre,fr,cds,non-contingent,question,,
1.8,fre,fr,cds,non-contingent,description,,
1.64,fre,fr,cds,non-contingent,scaffolding,,
2.26,fre,fr,cds,non-contingent,unintelligible,,
4.63,fre,fr,cds,non-contingent,praise,,
,fre,fr,cds,non-contingent,question,,
6.07,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,question,,
2.04,fre,fr,cds,non-contingent,question,,
4,fre,fr,cds,non-contingent,description,,
1.68,fre,fr,cds,non-contingent,exclamation,,
1.34,fre,fr,cds,initiation,question,,
0.57,tch,tch,tch,contingent,vocalisation,,
3,fre,fr,cds,contingent,vocal imitation,,
,fre,fr,cds,contingent,question,,
1.01,tch,tch,tch,contingent,vocalisation,,
5.55,fre,fr,cds,contingent,imperative,,
,fre,fr,cds,contingent,exclamation,,
,fre,fr,cds,contingent,iconic,,
4.8,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,question,,
1.3,fre,fr,cds,non-contingent,description,,
1.88,fre,fr,cds,non-contingent,exclamation,,
3.84,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,question,,
2.84,fre,fr,cds,non-contingent,exclamation,,
6.48,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,iconic,,
,fre,fr,cds,non-contingent,description,,
3.28,fre,fr,cds,non-contingent,exclamation,,
5.48,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,description,,
2.56,fre,fr,cds,non-contingent,description,,
1.32,fre,fr,cds,non-contingent,exclamation,,
1.68,fre,fr,cds,non-contingent,exclamation,,
1.76,fre,fr,cds,non-contingent,iconic,,
1.72,fre,fr,cds,non-contingent,description,,
2.28,fre,fr,cds,initiation,question,,
1.79,tch,tch,tch,contingent,babbling,,
1.43,fre,fr,cds,contingent,iconic,,
1.96,fre,fr,cds,non-contingent,question,,
1.92,fre,fr,cds,non-contingent,exclamation,,
1.68,fre,fr,cds,initiation,unintelligible,,
1.2,tch,tch,tch,contingent,babbling,,
1.24,fre,fr,cds,contingent,repair 3,,
1.45,oma,ru,cds,non-contingent,question,,
1.49,fre,fr,cds,non-contingent,description,,
0.75,tch,tch,tch,non-contingent,babbling,,
1.83,tch,tch,tch,initiation,babbling,,
1.22,fre,fr,cds,contingent,description,,
1.64,tch,tch,tch,contingent,vocalisation,,
4.24,fre,fr,cds,contingent,exclamation,,
,fre,fr,cds,contingent,exclamation,,
,fre,fr,cds,contingent,iconic,,
5.08,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,iconic,,
3.42,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,description,,
1.56,fre,fr,cds,non-contingent,imperative,,
1.56,fre,fr,cds,non-contingent,question,,
2.82,fre,fr,cds,non-contingent,description,,
3.77,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,description,,
3.44,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,backchannel,,
3.92,oma,ru,cds,non-contingent,imperative,,
3.2,fre,fr,cds,non-contingent,question,,
1.71,oma,ru,cds,non-contingent,imperative,,
0.64,fre,fr,cds,non-contingent,backchannel,,
1.52,oma,ru,cds,non-contingent,scaffolding,,
4.04,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,praise,,
4.78,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,scaffolding,,
1.99,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,imperative,,
2.24,oma,en,ads,non-contingent,ads,,
0.95,fre,fr,cds,non-contingent,scaffolding,,
2.21,fre,fr,cds,non-contingent,scaffolding,,
,fre,fr,cds,initiation,scaffolding,,
0.9,tch,tch,tch,contingent,babbling,,
1.37,oma,ru,cds,contingent,repair 3,,
,oma,ru,cds,contingent,scaffolding,,
2.12,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,exclamation,,
0.74,oma,en,ads,non-contingent,ads,,
0.7,fre,en,ads,non-contingent,ads,,
2.28,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,initiation,imperative,,
0.79,tch,tch,tch,contingent,babbling,,
2.39,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,praise,,
,oma,en,cds,contingent,praise,,
1.48,fre,fr,cds,non-contingent,description,,
2.5,fre,en,ads,non-contingent,ads,,
,fre,en,ads,non-contingent,ads,,
1.78,oma,en,ads,non-contingent,ads,,
,oma,en,ads,non-contingent,ads,,
6.16,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,description,,
1.52,oma,ru,cds,non-contingent,scaffolding,,
6.02,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,non-contingent,question,,
2.44,oma,ru,cds,non-contingent,description,,
1.8,oma,ru,cds,non-contingent,question,,
2.32,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,question,,
1.5,oma,ru,cds,initiation,praise,,
1,tch,tch,tch,contingent,vocalisation,,
2.18,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,description,,
1.37,tch,tch,tch,initiation,babbling,,
1.04,oma,ru,cds,contingent,description,,
2.47,oma,ru,cds,contingent,imperative,,
0.97,tch,tch,tch,contingent,fussing,,
0.8,oma,ru,cds,contingent,question,,
3.81,tch,tch,tch,contingent,grunting,,
1.64,oma,ru,cds,contingent,backchannel,,
1.07,tch,tch,tch,contingent,fussing,,
3.14,oma,ru,cds,contingent,description,,
3.56,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
2.11,tch,tch,tch,contingent,fussing,,
1.89,oma,ru,cds,contingent,scaffolding,,
1.14,tch,tch,tch,contingent,babbling,,
1.88,oma,ru,cds,contingent,iconic,,
2,oma,ru,cds,contingent,exclamation,,
0.58,tch,tch,tch,contingent,vocalisation,,
2.1,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,description,,
1.06,tch,tch,tch,contingent,vocalisation,,
1.33,oma,ru,cds,contingent,description,,
0.8,tch,tch,tch,contingent,vocalisation,,
1.15,oma,ru,cds,contingent,backchannel,,
0.57,tch,tch,tch,contingent,vocalisation,,
0.8,oma,ru,cds,contingent,backchannel,,
0.65,tch,tch,tch,contingent,babbling,,
3.59,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,scaffolding,,
2.88,oma,ru,cds,contingent,imperative,,
2.57,tch,tch,tch,initiation,babbling,,
1.15,oma,ru,cds,contingent,backchannel,,
1.58,tch,tch,tch,initiation,babbling,,
0.69,oma,ru,cds,contingent,backchannel,,
2.06,tch,tch,tch,contingent,babbling,,
1.51,tch,tch,tch,non-contingent,babbling,,
2.21,tch,tch,tch,non-contingent,babbling,,
3.88,tch,tch,tch,non-contingent,babbling,,
1.7,tch,tch,tch,initiation,fussing,,
1.11,oma,ru,cds,contingent,question,,
2.39,tch,tch,tch,contingent,fussing,,
1.57,oma,ru,cds,contingent,question,,
2.79,tch,tch,tch,contingent,fussing,,
3.05,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,question,,
6.31,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
2.21,tch,tch,tch,contingent,babbling,,
2.99,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,imperative,,
1.89,oma,ru,cds,contingent,description,,
2.43,tch,tch,tch,contingent,fussing,,
8.61,oma,ru,cds,contingent,praise,,
,oma,ru,cds,contingent,praise,,
,oma,ru,cds,contingent,praise,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,question,,
1.14,oma,ru,cds,contingent,scaffolding,,
1.65,tch,tch,tch,contingent,babbling,,
3.76,oma,ru,cds,contingent,praise,,
0.81,tch,tch,tch,contingent,vocalisation,,
0.56,oma,ru,cds,contingent,backchannel,,
0.89,tch,tch,tch,contingent,babbling,,
0.83,oma,ru,cds,contingent,prosodic imitation,,
2.33,tch,tch,tch,contingent,babbling,,
1.48,oma,ru,cds,contingent,semantic expansion,,
,oma,ru,cds,contingent,question,,
1.28,oma,ru,cds,contingent,question,,
1.4,oma,ru,cds,contingent,question,,
2.44,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,exclamation,,
2.98,oma,ru,cds,contingent,description,,
2.21,tch,tch,tch,initiation,grunting,,
1.89,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
1.01,tch,tch,tch,contingent,grunting,,
2.89,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,description,,
0.75,tch,tch,tch,contingent,speech-like,,
0.43,oma,ru,cds,contingent,backchannel,,
0.79,tch,tch,tch,contingent,speech-like,,
1.4,oma,ru,cds,contingent,exclamation,,
2.56,oma,ru,cds,contingent,repair 3,,
,oma,ru,cds,contingent,imperative,,
2.57,oma,ru,cds,contingent,semantic expansion,,
,oma,ru,cds,contingent,description,,
2.06,tch,tch,tch,contingent,speech-like,,
4.93,oma,ru,cds,contingent,syntactic expansion,,
,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,scaffolding,,
1.61,tch,tch,tch,contingent,vocalisation,,
0.81,oma,ru,cds,contingent,question,,
1.14,tch,tch,tch,contingent,speech-like,,
2.27,oma,ru,cds,contingent,syntactic expansion,,
,oma,ru,cds,contingent,question,,
1.92,oma,ru,cds,contingent,exclamation,,
3.4,tch,tch,tch,initiation,speech-like,,
5.36,oma,ru,cds,contingent,syntactic expansion,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,imperative,,
2.5,tch,tch,tch,initiation,grunting,,
2.8,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
1.7,oma,ru,cds,contingent,question,,
1.04,tch,tch,tch,contingent,fussing,,
3.18,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,question,,
1.39,oma,ru,cds,contingent,question,,
2.8,oma,ru,cds,contingent,imperative,,
3.64,oma,ru,cds,non-contingent,description,,
,oma,ru,cds,non-contingent,imperative,,
4.12,oma,ru,cds,non-contingent,question,,
,oma,ru,cds,initiation,imperative,,
0.84,tch,tch,tch,contingent,speech-like,,
3.48,oma,ru,cds,contingent,syntactic expansion,,
,oma,ru,cds,contingent,scaffolding,,
1.49,tch,tch,tch,contingent,babbling,,
2.46,oma,ru,cds,contingent,praise,,
2.74,tch,tch,tch,contingent,speech-like,,
4.61,oma,ru,cds,contingent,syntactic expansion,,
,oma,ru,cds,contingent,syntactic expansion,,
1,oma,ru,cds,contingent,backchannel,,
0.92,tch,tch,tch,contingent,babbling,,
1,oma,ru,cds,contingent,scaffolding,,
1.79,tch,tch,tch,contingent,vocalisation,,
0.59,oma,ru,cds,contingent,scaffolding,,
2.62,tch,tch,tch,non-contingent,babbling,,
1.93,tch,tch,tch,non-contingent,vocalisation,,
2.51,tch,tch,tch,non-contingent,babbling,,
1.21,oma,ru,cds,initiation,description,,
0.85,tch,tch,tch,contingent,vocalisation,,
1.44,oma,ru,cds,contingent,description,,
1.54,tch,tch,tch,contingent,vocalisation,,
1.8,oma,ru,cds,contingent,description,,
3.37,tch,tch,tch,contingent,iconic,,
2.43,oma,ru,cds,initiation,description,,
1.68,tch,tch,tch,contingent,babbling,,
0.8,oma,ru,cds,contingent,imperative,,
2.9,tch,tch,tch,contingent,iconic,,
8.99,toy,uk,toy,non-contingent,toy,,
1.85,tch,tch,tch,non-contingent,babbling,,
3.1,toy,uk,toy,non-contingent,toy,,
1.22,tch,tch,tch,non-contingent,vocalisation,,
7.17,toy,uk,toy,non-contingent,toy,,
4.1,tch,tch,tch,non-contingent,vocalisation,,
1.6,tch,tch,tch,non-contingent,vocalisation,,
0.8,tch,tch,tch,initiation,vocalisation,,
1.41,oma,ru,cds,contingent,semantic expansion,,
0.74,tch,tch,tch,initiation,babbling,,
2.21,oma,ru,cds,contingent,question,,
1.42,tch,tch,tch,non-contingent,vocalisation,,
1.49,tch,tch,tch,non-contingent,babbling,,
1.12,tch,tch,tch,initiation,vocalisation,,
0.47,oma,ru,cds,contingent,backchannel,,
1.28,tch,tch,tch,non-contingent,vocalisation,,
1.2,tch,tch,tch,non-contingent,vocalisation,,
1.48,tch,tch,tch,non-contingent,babbling,,
1.08,tch,tch,tch,non-contingent,vocalisation,,
5.5,tch,tch,tch,initiation,babbling,,
1.8,oma,ru,cds,contingent,praise,,
0.7,tch,tch,tch,contingent,vocalisation,,
2.06,oma,ru,cds,contingent,exclamation,,
2.26,oma,ru,cds,contingent,question,,
1.17,tch,tch,tch,contingent,speech-like,,
3.34,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,description,,
1.2,tch,tch,tch,non-contingent,babbling,,
1.84,tch,tch,tch,non-contingent,babbling,,
1.67,tch,tch,tch,initiation,babbling,,
2.51,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,backchannel,,
1.12,tch,tch,tch,contingent,babbling,,
0.82,oma,ru,cds,contingent,backchannel,,
1.15,tch,tch,tch,contingent,babbling,,
0.72,oma,ru,cds,contingent,vocal imitation,,
1.06,tch,tch,tch,contingent,babbling,,
2.11,oma,ru,cds,contingent,description,,
1.3,tch,tch,tch,contingent,babbling,,
1.68,tch,tch,tch,contingent,babbling,,
1.26,tch,tch,tch,non-contingent,babbling,,
1.64,tch,tch,tch,non-contingent,babbling,,
2.7,tch,tch,tch,non-contingent,babbling,,
2.8,tch,tch,tch,non-contingent,babbling,,
1.18,tch,tch,tch,non-contingent,vocalisation,,
1.23,tch,tch,tch,non-contingent,vocalisation,,
1.08,tch,tch,tch,non-contingent,vocalisation,,
0.94,tch,tch,tch,non-contingent,babbling,,
2.16,tch,tch,tch,non-contingent,babbling,,
1.69,tch,tch,tch,initiation,babbling,,
0.84,oma,ru,cds,contingent,backchannel,,
1.4,tch,tch,tch,contingent,babbling,,
0.48,oma,ru,cds,contingent,backchannel,,
2.5,tch,tch,tch,initiation,babbling,,
0.66,oma,ru,cds,contingent,backchannel,,
1.68,tch,tch,tch,contingent,babbling,,
1.09,oma,ru,cds,contingent,vocal imitation,,
1.2,tch,tch,tch,contingent,babbling,,
1.04,oma,ru,cds,contingent,prosodic imitation,,
1.11,oma,ru,cds,non-contingent,prosodic imitation,,
0.94,oma,ru,cds,non-contingent,prosodic imitation,,
0.88,tch,tch,tch,initiation,babbling,,
1.36,oma,ru,cds,contingent,prosodic imitation,,
1.2,tch,tch,tch,contingent,babbling,,
1.71,tch,tch,tch,contingent,babbling,,
1.08,oma,ru,cds,contingent,prosodic imitation,,
1.7,tch,tch,tch,contingent,babbling,,
1.72,oma,ru,cds,contingent,prosodic imitation,,
1.92,oma,ru,cds,contingent,prosodic imitation,,
5.92,oma,ru,cds,contingent,prosodic imitation,,
,oma,ru,cds,non-contingent,play,,
5.65,oma,ru,cds,non-contingent,play,,
,oma,ru,cds,non-contingent,play,,
1.76,tch,tch,tch,non-contingent,babbling,,
1.32,tch,tch,tch,non-contingent,vocalisation,,
1.27,tch,tch,tch,non-contingent,babbling,,
1.2,tch,tch,tch,non-contingent,vocalisation,,
1,tch,tch,tch,initiation,babbling,,
0.99,oma,ru,cds,contingent,repair 3,,
1.2,tch,tch,tch,contingent,babbling,,
0.8,oma,ru,cds,contingent,backchannel,,
1.09,tch,tch,tch,initiation,babbling,,
0.8,oma,ru,cds,contingent,vocal imitation,,
1.3,tch,tch,tch,contingent,babbling,,
1.28,oma,ru,cds,contingent,backchannel,,
4.36,tch,tch,tch,contingent,babbling,,
0.59,oma,ru,cds,contingent,backchannel,,
0.91,tch,tch,tch,contingent,babbling,,
0.77,oma,ru,cds,contingent,prosodic imitation,,
1.31,tch,tch,tch,contingent,babbling,,
0.93,oma,ru,cds,contingent,prosodic imitation,,
1,tch,tch,tch,contingent,babbling,,
0.97,oma,ru,cds,contingent,vocal imitation,,
1.01,tch,tch,tch,initiation,babbling,,
0.62,oma,ru,cds,contingent,backchannel,,
3.51,tch,tch,tch,contingent,iconic,,
1.4,oma,ru,cds,contingent,unintelligible,,
0.6,oma,ru,cds,contingent,praise,,
1.23,tch,tch,tch,contingent,babbling,,
3.36,oma,ru,cds,contingent,description,,
,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,question,,
1.89,tch,tch,tch,initiation,iconic,,
3.46,oma,ru,cds,contingent,imperative,,
,oma,ru,cds,contingent,praise,,
,oma,ru,cds,contingent,praise,,
1.91,oma,ru,cds,contingent,praise,,
0.8,tch,tch,tch,non-contingent,babbling,,
2.11,tch,tch,tch,non-contingent,babbling,,
1.91,tch,tch,tch,non-contingent,babbling,,
1.02,tch,tch,tch,non-contingent,babbling,,
1.4,tch,tch,tch,non-contingent,babbling,,
1,tch,tch,tch,non-contingent,babbling,,
0.62,tch,tch,tch,non-contingent,babbling,,
1.72,tch,tch,tch,non-contingent,babbling,,
2.96,tch,tch,tch,initiation,babbling,,
2.23,oma,ru,cds,contingent,praise,,
0.95,tch,tch,tch,contingent,babbling,,
0.74,oma,ru,cds,contingent,backchannel,,
0.42,tch,tch,tch,contingent,vocalisation,,
0.65,tch,tch,tch,contingent,vocalisation,,
0.96,tch,tch,tch,contingent,vocalisation,,
1.52,tch,tch,tch,initiation,babbling,,
0.61,oma,ru,cds,contingent,backchannel,,
0.98,tch,tch,tch,contingent,babbling,,
2,tch,tch,tch,contingent,vocalisation,,
1.95,tch,tch,tch,non-contingent,babbling,,
1.16,tch,tch,tch,non-contingent,vocalisation,,
1.22,tch,tch,tch,non-contingent,vocalisation,,
0.86,tch,tch,tch,initiation,vocalisation,,
0.8,oma,ru,cds,contingent,backchannel,,
2.22,tch,tch,tch,non-contingent,babbling,,
3.7,tch,tch,tch,initiation,babbling,,
1.76,oma,ru,cds,contingent,backchannel,,
1.04,tch,tch,tch,initiation,vocalisation,,
4.25,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,scaffolding,,
1.69,tch,tch,tch,contingent,babbling,,
0.44,oma,ru,cds,contingent,backchannel,,
1.09,tch,tch,tch,non-contingent,babbling,,
2.05,tch,tch,tch,non-contingent,babbling,,
1.34,tch,tch,tch,non-contingent,babbling,,
3.05,tch,tch,tch,non-contingent,babbling,,
1.16,tch,tch,tch,non-contingent,vocalisation,,
1.82,tch,tch,tch,non-contingent,babbling,,
4.74,tch,tch,tch,non-contingent,babbling,,
3.2,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,initiation,imperative,,
1,tch,tch,tch,contingent,vocalisation,,
3.22,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,scaffolding,,
8.46,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,praise,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,description,,
0.02,oma,ru,cds,initiation,description,,
0.52,tch,tch,tch,contingent,fussing,,
0.96,oma,ru,cds,contingent,description,,
1.84,tch,tch,tch,contingent,fussing,,
3.97,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,scaffolding,,
