Duration,Speaker,Language,Category,Turn,Classification,,
3.491,oma,ru,cds,contingent,question,,
3.309,tch,tch,tch,contingent,grunting,,
3.982,oma,ru,cds,contingent,exclamation,,
1.532,oma,ru,cds,contingent,unintelligible,,
1.191,tch,tch,tch,contingent,grunting,,
0.457,oma,ru,cds,contingent,backchannel,,
3.6,tch,tch,tch,contingent,grunting,,
3.036,oma,ru,cds,contingent,praise,,
0.741,tch,tch,tch,initiation,vocalisation,,
0.625,oma,ru,cds,contingent,exclamation,,
5.8,oma,ru,cds,non-contingent,play,,
3.075,tch,tch,tch,non-contingent,babbling,,
1.117,tch,tch,tch,non-contingent,babbling,,
2.126,tch,tch,tch,initiation,iconic,,
5.083,oma,ru,cds,contingent,iconic imitation,,
2.058,tch,tch,tch,initiation,babbling,,
1.075,oma,ru,cds,contingent,backchannel,,
1.709,tch,tch,tch,initiation,iconic,,
1.95,oma,ru,cds,contingent,semantic expansion,,
0.841,tch,tch,tch,initiation,iconic,,
5.284,oma,ru,cds,contingent,syntactic expansion,,
,oma,ru,cds,contingent,semantic expansion,,
1.8,tch,tch,tch,non-contingent,vocalisation,,
1.725,tch,tch,tch,non-contingent,iconic,,
0.841,tch,tch,tch,initiation,vocalisation,,
3.346,oma,ru,cds,contingent,semantic expansion,,
1,tch,tch,tch,non-contingent,vocalisation,,
4.08,tch,tch,tch,non-contingent,yawning,,
5.309,tch,tch,tch,non-contingent,babbling,,
3,tch,tch,tch,non-contingent,babbling,,
1.542,tch,tch,tch,non-contingent,grunting,,
2.146,tch,tch,tch,non-contingent,grunting,,
1.025,tch,tch,tch,non-contingent,vocalisation,,
6.117,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,question,,
1.942,oma,ru,cds,non-contingent,question,,
2.241,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,question,,
5.684,oma,ru,cds,non-contingent,description,,
9.3,oma,ru,cds,non-contingent,iconic,,
,oma,ru,cds,non-contingent,iconic,,
,oma,ru,cds,non-contingent,iconic,,
0.809,oma,ru,cds,non-contingent,scaffolding,,
1.68,tch,tch,tch,initiation,grunting,,
1.875,oma,ru,cds,contingent,exclamation,,
2.242,tch,tch,tch,contingent,grunting,,
2.84,oma,ru,cds,contingent,unintelligible,,
4.891,oma,ru,cds,non-contingent,imperative,,
1.091,tch,tch,tch,initiation,iconic,,
3.7,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,semantic expansion,,
,oma,ru,cds,contingent,vocal imitation,,
,oma,ru,cds,contingent,exclamation,,
1.842,oma,ru,cds,non-contingent,exclamation,,
5.708,oma,ru,cds,non-contingent,exclamation,,
,oma,ru,cds,non-contingent,description,,
1.85,oma,ru,cds,non-contingent,exclamation,,
5.158,tch,tch,tch,non-contingent,fussing,,
1.496,tch,tch,tch,initiation,vocalisation,,
1.913,oma,ru,cds,contingent,backchannel,,
1.6,oma,en,ads,non-contingent,ads,,
1.307,tch,tch,tch,non-contingent,vocalisation,,
1.962,oma,en,ads,non-contingent,ads,,
1.554,fre,fr,cds,non-contingent,unintelligible,,
3.112,fre,fr,cds,non-contingent,scaffolding,,
,fre,fr,cds,non-contingent,scaffolding,,
1.3,fre,fr,cds,non-contingent,unintelligible,,
1.853,fre,fr,cds,non-contingent,description,,
1.136,oma,ru,cds,non-contingent,scaffolding,,
4.431,oma,ru,cds,non-contingent,imperative,,
,oma,ru,cds,non-contingent,exclamation,,
1.161,oma,en,ads,non-contingent,ads,,
1.123,oma,ru,cds,non-contingent,scaffolding,,
3.693,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,backchannel,,
,oma,ru,cds,non-contingent,scaffolding,,
1.023,oma,fr,cds,non-contingent,scaffolding,,
0.8,oma,ru,cds,non-contingent,backchannel,,
0.693,oma,ru,cds,non-contingent,scaffolding,,
1.131,oma,ru,cds,non-contingent,scaffolding,,
1.162,oma,ru,cds,non-contingent,scaffolding,,
3.793,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,initiation,description,,
0.569,tch,tch,tch,contingent,vocalisation,,
3.57,oma,ru,cds,contingent,backchannel,,
,oma,ru,cds,contingent,description,,
1.4,oma,ru,cds,contingent,scaffolding,,
0.554,tch,tch,tch,initiation,vocalisation,,
0.969,oma,ru,cds,contingent,scaffolding,,
1.192,tch,tch,tch,initiation,babbling,,
4.43,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,scaffolding,,
,oma,ru,cds,contingent,exclamation,,
,oma,ru,cds,contingent,scaffolding,,
0.662,oma,ru,cds,contingent,exclamation,,
0.661,tch,tch,tch,contingent,babbling,,
1.346,oma,ru,cds,contingent,vocal imitation,,
4.161,oma,ru,cds,contingent,question,,
,oma,ru,cds,contingent,vocal imitation,,
,oma,ru,cds,contingent,vocal imitation,,
1.677,tch,tch,tch,initiation,babbling,,
3.662,fre,fr,cds,contingent,question,,
,fre,fr,cds,contingent,repair 3,,
0.8,tch,tch,tch,contingent,vocalisation,,
4.584,fre,fr,cds,contingent,scaffolding,,
,fre,fr,cds,contingent,repair 1,,
2.123,fre,fr,cds,contingent,repair 2,,
1.892,fre,fr,cds,contingent,repair 3,,
2.8,fre,fr,cds,contingent,repair 3,,
,fre,fr,cds,contingent,description,,
2.484,fre,fr,cds,non-contingent,question,,
2.154,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,question,,
2.338,fre,fr,cds,non-contingent,question,,
1.931,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,exclamation,,
1.57,fre,fr,cds,non-contingent,description,,
2.977,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,scaffolding,,
2.877,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,imperative,,
3.085,fre,fr,cds,non-contingent,imperative,,
,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,question,,
2.215,fre,fr,cds,non-contingent,scaffolding,,
,fre,fr,cds,non-contingent,question,,
2.993,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,question,,
2.184,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,initiation,exclamation,,
1.054,tch,tch,tch,contingent,vocalisation,,
0.685,fre,fr,cds,contingent,scaffolding,,
3.07,fre,fr,cds,non-contingent,scaffolding,,
,fre,fr,cds,non-contingent,scaffolding,,
2.723,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,description,,
4.431,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,exclamation,,
1.123,fre,fr,cds,non-contingent,exclamation,,
1.807,fre,fr,cds,non-contingent,question,,
0.615,oma,ru,ads,non-contingent,ads,,
1.223,fre,fr,cds,non-contingent,unintelligible,,
0.977,oma,en,ads,non-contingent,ads,,
0.993,fre,en,ads,non-contingent,ads,,
1.123,oma,ru,cds,non-contingent,scaffolding,,
1.954,oma,ru,cds,non-contingent,scaffolding,,
1.723,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,scaffolding,,
1.715,fre,fr,cds,non-contingent,description,,
2.792,oma,ru,cds,non-contingent,scaffolding,,
,oma,ru,cds,non-contingent,exclamation,,
1.247,fre,fr,cds,non-contingent,exclamation,,
0.969,fre,fr,cds,non-contingent,exclamation,,
1.916,fre,fr,cds,non-contingent,question,,
2.585,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,scaffolding,,
4.831,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,iconic,,
,fre,fr,cds,non-contingent,description,,
1.016,tch,tch,tch,initiation,vocalisation,,
2.792,fre,fr,cds,contingent,question,,
1.854,fre,fr,cds,contingent,question,,
,fre,fr,cds,contingent,question,,
1.408,fre,fr,cds,non-contingent,imperative,,
2.292,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,iconic,,
2.554,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,iconic,,
6.315,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,description,,
1.369,fre,fr,cds,non-contingent,question,,
1.554,fre,fr,cds,non-contingent,description,,
5.331,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,iconic,,
2.793,fre,fr,cds,non-contingent,backchannel,,
,fre,fr,cds,non-contingent,description,,
1.785,fre,fr,cds,non-contingent,question,,
1.884,fre,fr,cds,non-contingent,question,,
3.4,fre,fr,cds,non-contingent,iconic,,
1.554,fre,fr,cds,non-contingent,iconic,,
3.208,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,scaffolding,,
4.077,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,initiation,iconic,,
0.907,tch,tch,tch,contingent,babbling,,
2.3,fre,fr,cds,initiation,iconic,,
1.247,tch,tch,tch,contingent,babbling,,
1.008,fre,fr,cds,contingent,backchannel,,
2.592,fre,fr,cds,contingent,question,,
,fre,fr,cds,non-contingent,exclamation,,
3.123,fre,fr,cds,non-contingent,play,,
0.753,fre,fr,cds,initiation,iconic,,
0.939,tch,tch,tch,contingent,vocalisation,,
2.746,fre,fr,cds,contingent,question,,
,fre,fr,cds,non-contingent,description,,
2.339,fre,fr,cds,non-contingent,description,,
2.338,fre,fr,cds,non-contingent,description,,
2.916,fre,fr,cds,non-contingent,description,,
1.423,fre,fr,cds,non-contingent,description,,
4.269,fre,fr,cds,non-contingent,iconic,,
,fre,fr,cds,non-contingent,question,,
2.608,fre,fr,cds,initiation,iconic,,
0.8,tch,tch,tch,contingent,babbling,,
1.816,fre,fr,cds,contingent,description,,
1.823,fre,fr,cds,contingent,description,,
4.477,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,description,,
3.538,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,backchannel,,
6.908,fre,fr,cds,non-contingent,imperative,,
,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,scaffolding,,
,fre,fr,cds,non-contingent,scaffolding,,
4.516,fre,fr,cds,non-contingent,iconic,,
,fre,fr,cds,non-contingent,description,,
2.785,fre,fr,cds,non-contingent,question,,
2.377,fre,fr,cds,non-contingent,question,,
2.115,fre,fr,cds,non-contingent,exclamation,,
0.808,fre,fr,cds,non-contingent,backchannel,,
4.431,fre,fr,cds,non-contingent,iconic,,
,fre,fr,cds,non-contingent,description,,
3.646,fre,fr,cds,non-contingent,description,,
1.346,fre,fr,cds,non-contingent,description,,
4.092,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,iconic,,
1.669,fre,fr,cds,non-contingent,description,,
1.392,fre,fr,cds,initiation,description,,
1.292,tch,tch,tch,contingent,iconic,,
2.684,fre,fr,cds,contingent,iconic,,
,fre,fr,cds,contingent,question,,
1.392,tch,tch,tch,contingent,babbling,,
4.73,fre,fr,cds,contingent,question,,
,fre,fr,cds,contingent,imperative,,
7.3,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,iconic,,
8.092,fre,fr,cds,non-contingent,unintelligible,,
3,oma,en,ads,non-contingent,ads,,
1.7,fre,en,ads,non-contingent,ads,,
2.784,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,play,,
4.916,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,scaffolding,,
3.73,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,description,,
3.316,fre,fr,cds,non-contingent,description,,
0.969,fre,fr,cds,initiation,question,,
0.931,tch,tch,tch,contingent,babbling,,
4.977,fre,fr,cds,contingent,iconic,,
,fre,fr,cds,contingent,iconic,,
1.238,tch,tch,tch,initiation,vocalisation,,
1.669,fre,fr,cds,contingent,question,,
3.346,tch,tch,tch,contingent,fussing,,
3.746,fre,fr,cds,contingent,scaffolding,,
,fre,fr,cds,contingent,exclamation,,
,fre,fr,cds,contingent,question,,
,fre,fr,cds,non-contingent,scaffolding,,
2.347,fre,fr,cds,non-contingent,question,,
7.823,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,description,,
2.092,fre,fr,cds,non-contingent,description,,
4.5,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,description,,
1.685,fre,fr,cds,non-contingent,exclamation,,
3.223,fre,fr,cds,non-contingent,description,,
3.193,fre,fr,cds,non-contingent,scaffolding,,
,fre,fr,cds,non-contingent,description,,
2.493,fre,fr,cds,non-contingent,description,,
2.03,fre,fr,cds,initiation,question,,
0.731,tch,tch,tch,contingent,vocalisation,,
2.092,fre,fr,cds,contingent,prosodic imitation,,
,fre,fr,cds,contingent,question,,
1.993,fre,fr,cds,contingent,scaffolding,,
,fre,fr,cds,contingent,backchannel,,
2.215,tch,tch,tch,initiation,babbling,,
2.693,fre,fr,cds,contingent,question,,
,fre,fr,cds,contingent,question,,
4.88,fre,fr,cds,contingent,iconic,,
,fre,fr,cds,non-contingent,question,,
3.184,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,question,,
3.138,fre,fr,cds,non-contingent,imperative,,
3.623,fre,fr,cds,non-contingent,description,,
0.962,fre,fr,cds,initiation,description,,
1.63,tch,tch,tch,contingent,fussing,,
0.908,fre,fr,cds,contingent,question,,
0.6,tch,tch,tch,contingent,fussing,,
0.823,fre,fr,cds,contingent,question,,
0.67,tch,tch,tch,initiation,grunting,,
18.646,fre,fr,cds,contingent,singing,,
0.762,tch,tch,tch,contingent,vocalisation,,
1.269,fre,fr,cds,contingent,exclamation,,
1.408,fre,fr,cds,non-contingent,exclamation,,
1.515,tch,tch,tch,initiation,babbling,,
2.323,fre,fr,cds,contingent,question,,
1.885,tch,tch,tch,initiation,babbling,,
3.869,fre,fr,cds,contingent,question,,
,fre,fr,cds,contingent,scaffolding,,
,fre,fr,cds,contingent,backchannel,,
2.23,fre,fr,cds,non-contingent,description,,
1.761,fre,fr,cds,non-contingent,scaffolding,,
1.815,fre,fr,cds,non-contingent,question,,
1.692,fre,fr,cds,initiation,question,,
1.462,tch,tch,tch,contingent,grunting,,
0.846,fre,fr,cds,contingent,question,,
1.793,tch,tch,tch,contingent,vocalisation,,
3.931,fre,fr,cds,contingent,unintelligible,,
6.292,toy,uk,toy,non-contingent,toy,,
6.069,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,question,,
1.78,fre,fr,cds,non-contingent,question,,
2,fre,fr,cds,non-contingent,question,,
2,fre,fr,cds,non-contingent,question,,
2.68,fre,fr,cds,non-contingent,question,,
1.36,fre,fr,cds,non-contingent,imperative,,
2.48,fre,fr,cds,non-contingent,description,,
5.48,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,initiation,praise,,
0.98,tch,tch,tch,contingent,vocalisation,,
1.3,fre,fr,cds,initiation,scaffolding,,
2.68,tch,tch,tch,contingent,fussing,,
1.54,fre,fr,cds,contingent,question,,
1.28,tch,tch,tch,contingent,grunting,,
1.66,fre,fr,cds,initiation,question,,
1.75,tch,tch,tch,contingent,fussing,,
3.66,fre,fr,cds,non-contingent,imperative,,
2.8,fre,fr,cds,non-contingent,description,,
1.19,tch,tch,tch,initiation,babbling,,
4.07,fre,fr,cds,contingent,description,,
,fre,fr,cds,contingent,imperative,,
1.56,fre,fr,cds,non-contingent,iconic,,
2.04,fre,fr,cds,non-contingent,question,,
2.96,fre,fr,cds,non-contingent,iconic,,
1.68,fre,fr,cds,non-contingent,exclamation,,
2.78,fre,fr,cds,non-contingent,backchannel,,
1.2,fre,fr,cds,initiation,scaffolding,,
2.35,tch,tch,tch,contingent,grunting,,
3.71,fre,fr,cds,initiation,imperative,,
1.74,tch,tch,tch,contingent,fussing,,
2.6,oma,en,ads,non-contingent,ads,,
1.34,tch,tch,tch,initiation,grunting,,
0.87,fre,fr,cds,contingent,scaffolding,,
3.4,oma,ru,cds,contingent,imperative,,
2.01,tch,tch,tch,contingent,grunting,,
1.87,oma,ru,cds,initiation,description,,
4.27,tch,tch,tch,contingent,fussing,,
1.33,fre,fr,cds,contingent,unintelligible,,
1.39,tch,tch,tch,contingent,grunting,,
2.39,fre,fr,cds,contingent,question,,
3.08,tch,tch,tch,initiation,grunting,,
1.399,fre,fr,cds,contingent,imperative,,
1.92,fre,fr,cds,contingent,question,,
4.6,fre,fr,cds,non-contingent,imperative,,
,fre,fr,cds,non-contingent,question,,
2.08,fre,fr,cds,non-contingent,exclamation,,
1.9,fre,fr,cds,non-contingent,exclamation,,
1.36,fre,fr,cds,non-contingent,exclamation,,
1.16,fre,fr,cds,non-contingent,description,,
2.44,fre,fr,cds,non-contingent,question,,
3.21,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,question,,
1.64,fre,fr,cds,non-contingent,question,,
1.52,fre,fr,cds,non-contingent,question,,
4.98,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,question,,
4.13,fre,fr,cds,non-contingent,scaffolding,,
,fre,fr,cds,non-contingent,description,,
3.16,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,description,,
2.12,fre,fr,cds,non-contingent,description,,
2.04,fre,fr,cds,non-contingent,question,,
2.14,fre,fr,cds,non-contingent,question,,
1.44,fre,fr,cds,non-contingent,question,,
2.94,fre,fr,cds,non-contingent,question,,
2.4,fre,fr,cds,non-contingent,question,,
1.68,fre,fr,cds,initiation,description,,
1.26,tch,tch,tch,contingent,grunting,,
1.52,fre,fr,cds,contingent,description,,
2.24,fre,fr,cds,non-contingent,exclamation,,
2.12,fre,fr,cds,non-contingent,description,,
3.28,fre,fr,cds,non-contingent,description,,
3.36,fre,fr,cds,non-contingent,question,,
1.68,fre,fr,cds,non-contingent,description,,
9.67,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,iconic,,
1.6,fre,fr,cds,non-contingent,question,,
3.6,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,iconic,,
3.84,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,iconic,,
3.36,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,question,,
1.64,fre,fr,cds,non-contingent,description,,
6.81,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,iconic,,
,fre,fr,cds,non-contingent,iconic,,
2.82,fre,fr,cds,non-contingent,description,,
4.33,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,description,,
6.56,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,iconic,,
,fre,fr,cds,non-contingent,iconic,,
1.48,fre,fr,cds,non-contingent,description,,
3.41,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,description,,
3.13,oma,en,ads,non-contingent,ads,,
1.32,oma,en,ads,non-contingent,ads,,
2.57,oma,en,ads,non-contingent,ads,,
2.49,fre,en,ads,non-contingent,ads,,
2.36,fre,fr,cds,non-contingent,exclamation,,
6.34,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,exclamation,,
4.45,fre,fr,cds,non-contingent,iconic,,
1.68,fre,fr,cds,non-contingent,description,,
1.64,fre,fr,cds,non-contingent,exclamation,,
3.3,fre,fr,cds,non-contingent,iconic,,
3.16,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,iconic,,
5.64,fre,fr,cds,non-contingent,iconic,,
4.99,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,exclamation,,
,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,exclamation,,
3.04,fre,fr,cds,non-contingent,description,,
3.44,fre,fr,cds,non-contingent,scaffolding,,
,fre,fr,cds,non-contingent,description,,
2.9,fre,fr,cds,non-contingent,description,,
1.48,fre,fr,cds,non-contingent,question,,
4.12,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,question,,
2.2,fre,fr,cds,non-contingent,description,,
3.18,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,question,,
2.52,fre,fr,cds,non-contingent,question,,
1.4,fre,fr,cds,non-contingent,backchannel,,
1.68,fre,fr,cds,non-contingent,question,,
1.15,tch,tch,tch,initiation,vocalisation,,
2.36,fre,fr,cds,contingent,unintelligible,,
1.76,fre,fr,cds,contingent,description,,
1.8,fre,fr,cds,contingent,question,,
0.82,tch,tch,tch,contingent,grunting,,
1.7,fre,fr,cds,contingent,question,,
1.24,tch,tch,tch,contingent,grunting,,
1.21,fre,fr,cds,initiation,exclamation,,
2.8,tch,tch,tch,contingent,fussing,,
3.82,tch,tch,tch,contingent,fussing,,
2.86,fre,fr,cds,contingent,question,,
3.48,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,description,,
2.28,fre,fr,cds,non-contingent,description,,
,fre,fr,cds,non-contingent,scaffolding,,
3,fre,fr,cds,non-contingent,question,,
,fre,fr,cds,non-contingent,imperative,,
1.4,fre,fr,cds,non-contingent,imperative,,
